Title,Price,Capacity,Country,Unit,Characteristics,Quantity,Type,ABV,Vintage
Maschio Conegliano Extra Dry Prosecco Superiore DOCG,13.99,75.0,Italy,8.3,"Floral, Green Apple, Honey",per bottle,White,11.0,Non-Vintage
"Chateau Ste. Michelle Cabernet Sauvignon 2018/19, Columbia Valley",16.99,75.0,USA,10.5,"Vanilla, Black Plum, Blackberry, Blackcurrant, Cedar",per bottle,Red,14.0,2019
Rémy Ferbras Côtes du Rhône Villages 2021,11.99,75.0,France,10.5,"Black Pepper, Blackberry, Red Fruit",per bottle,Red,14.0,2021
"Vilarnau ‘Gaudi’ Organic Rosé Cava Brut Reserva, Penedès",13.99,750.0,Spain,9.0,"Bread, Pastry, Raspberry, Red Apple, Strawberry",per bottle,White,12.0,Non-Vintage
"Chapel Down Flint Dry 2021/22, Kent",17.99,75.0,England,9.4,"Wet Stones, Citrus Fruit, Elderflower",per bottle,White,12.5,2022
Domaine Trouillet Pouilly-Fuissé 2020/21,29.99,75.0,France,10.1,"Vanilla, Apricot, Butter, Cream, Floral, Honey, Lemon, Peach",per bottle,White,13.5,2021
Château de Pizay Brouilly 2021/22,15.99,75.0,France,9.8,"Prune, Raspberry, Red Fruit, Strawberry",per bottle,Red,13.0,2022
Cave de Tain 'Les Blasons' Crozes-Hermitage 2019/20,16.99,75.0,France,10.1,"Spice, Black Cherry, Black Plum, Blackberry",per bottle,Red,13.5,2020
"Yealands Estate Single Vineyard Sauvignon Blanc 2022, Marlborough",14.99,75.0,New Zealand,9.8,"Grass, Green Apple, Lemon, Stone Fruit, Tropical Fruit",per bottle,White,13.0,2022
Victorine de Chastenay Brut Crémant de Bourgogne,19.99,75.0,France,9.4,"Honey, Citrus Fruit, Green Apple",per bottle,White,12.5,Non-Vintage
"Definition Bacchus 2021/22, England",16.99,75.0,England,9.4,"Apricot, Elderflower, Peach",per bottle,White,12.5,2022
"Domaine Begude 'Le Paradis' Organic Viognier 2021/22, Limoux",16.99,75.0,France,10.1,"Spice, Apricot, Peach",per bottle,White,13.5,2022
"Cline 'Nancy's Vines' Viognier 2020/21, California",17.99,75.0,USA,10.9,"Vanilla, Peach, Pear, Pineapple, Stone Fruit",per bottle,White,14.5,2021
"Cune Cava Brut, Penedès",16.99,750.0,Spain,8.6,"Lemon, Red Apple, Stone Fruit",per bottle,White,11.5,Non-Vintage
Definition Sauternes 2014 Half Bottle,11.99,37.5,France,4.9,"Apricot, Honey, Lemon, Orange, Orange Marmalade, Citrus Fruit",per bottle,White,13.0,2014
"Louis M. Martini Cabernet Sauvignon 2017/18, Sonoma County",21.99,75.0,USA,10.9,"Blackcurrant, Vanilla, Black Cherry",per bottle,Red,14.5,2018
"Balfour '1503' Rosé, Kent",25.99,75.0,England,9.0,"Strawberry, Biscuit, Citrus Fruit, Raspberry",per bottle,Rosé,12.0,Non-Vintage
"Louis Pommery Brut England, Hampshire",34.99,75.0,England,9.4,"Peach, Bread, Citrus Fruit, Green Apple",per bottle,White,12.5,Non-Vintage
"Definition English Sparkling Rosé, Hampshire",29.99,75.0,England,9.0,"Cream, Raspberry, Red Fruit",per bottle,Rosé,12.0,Non-Vintage
"Balfour Brut Rosé 2017, Kent",39.99,75.0,England,9.0,"Herbaceous, Red Fruit, Strawberry",per bottle,Rosé,12.0,2017
"La Brise Blanche Organic Albariño 2022, France",11.99,75.0,France,9.8,"Apricot, Green Apple, Peach",per bottle,White,13.0,2022
"Amiral de Beychevelle 2020, Saint-Julien",39.99,75.0,France,10.1,"Red Fruit, Savoury, Spice",per bottle,Red,13.5,2020
Raoul Clerget Beaujolais,9.99,75.0,France,9.8,"Raspberry, Red Cherry",per bottle,Red,13.0,Non-Vintage
"LB7 Rosé 2021/22, Lisbon",9.49,75.0,Portugal,9.4,"Strawberry, Floral, Peach, Raspberry",per bottle,Rosé,12.5,2021
"Château Pigoudet 'La Chapelle' Rosé 2021/22, Coteaux d'Aix-en-Provence",13.99,75.0,France,10.1,"Strawberry, Herbaceous, Peach, Raspberry",per bottle,Rosé,13.5,2022
"Miraval ‘Sainte Victoire’ Rosé 2022, Côtes-de-Provence Sainte-Victoire",26.99,75.0,France,9.8,"Cranberry, Raspberry, Mineral",per bottle,Rosé,13.0,2022
"Floração Rosé 2021/22, Lisbon",7.99,75.0,Portugal,9.4,"Strawberry, Peach, Raspberry",per bottle,Rosé,12.5,2022
"Famille Bougrier 'Les Roches Blanches' Sauvignon Blanc 2021/22, Touraine",13.99,75.0,France,9.4,"Citrus Fruit, Green Apple, Peach",per bottle,White,12.5,2022
"Nero Oro Rosé 2021, Sicily",11.99,75.0,Italy,9.4,"Floral, Red Cherry, Strawberry",per bottle,Rosé,12.5,2021
"Caves d'Esclans 'Whispering Angel' Rosé 2021/22 Magnum, Provence",47.99,150.0,France,19.5,"Herbaceous, Peach, Raspberry, Strawberry",per bottle,Rosé,13.0,2022
"Maison Saint Aix 'AIX' Rosé Double Magnum 2021/22, Coteaux d'Aix en Provence",83.99,300.0,France,39.0,"Herbaceous, Peach, Raspberry, Strawberry",per bottle,Rosé,13.0,2022
"Compagnia Rosé 2022, Île de Beauté, Corsica",12.99,75.0,France,9.0,"Cranberry, Peach, Raspberry",per bottle,Rosé,12.0,2022
"Gérard Bertrand 'Côte des Roses' Rosé Magnum 2022, Languedoc",26.99,1.5,France,19.5,"Floral, Grapefruit, Peach, Raspberry, Strawberry",per bottle,Rosé,13.0,2022
"Alamos Malbec Rosé 2021/22, Mendoza",9.99,75.0,Argentina,10.1,"Strawberry, Peach, Raspberry",per bottle,Rosé,13.5,2022
"Silver Ghost Rosé 2021/22, South Africa",6.99,75.0,South Africa,9.0,"Strawberry, Peach, Raspberry",per bottle,Rosé,12.0,2022
"Cloudy Bay 'Pelorus' Sparkling Rosé, Marlborough",32.99,75.0,New Zealand,9.4,"Strawberry, Raspberry, Red Fruit",per bottle,Rosé,12.5,Non-Vintage
"Barefoot White Zinfandel Rosé, California",7.99,75.0,USA,6.0,"Watermelon, Red Cherry, Strawberry",per bottle,Rosé,8.0,Non-Vintage
"Majestic Fizzy & Juicy, Italy",6.99,75.0,Italy,8.3,"Raspberry, Red Apple, Strawberry",per bottle,Rosé,11.0,Non-Vintage
"Bottega ‘Rose Gold’ Brut Rosé, Lombardy",25.99,75.0,Italy,8.6,"Citrus Fruit, Honey, Raspberry, Red Apple, Strawberry",per bottle,Rosé,11.5,Non-Vintage
Nicolas Feuillatte Brut Champagne,29.99,75.0,France,9.0,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.0,Non-Vintage
Cune Rioja Reserva 2018/19,14.99,75.0,Spain,10.5,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.0,2018
"Château Tour de Bigorre 2016, Bordeaux",11.99,75.0,France,10.1,"Red Fruit, Savoury, Vanilla, Toast",per bottle,Red,13.5,2016
"Journey’s End ‘Lone Creek’ Sauvignon Blanc 2021/22, Western Cape",9.99,75.0,South Africa,9.4,"Elderflower, Lemon, Passionfruit",per bottle,White,12.5,2022
LB7 Vinho Verde DOC 2021/22,8.99,75.0,Portugal,7.5,"Pear, Citrus Fruit, Green Apple",per bottle,White,10.0,2022
"Cloudy Bay 'Pelorus' Brut, Marlborough",31.99,75.0,New Zealand,9.4,"Green Apple, Citrus Fruit, Cream",per bottle,White,12.5,Non-Vintage
"Fincher & Co. Sauvignon Blanc 2021/22, Awatere Valley",14.99,75.0,New Zealand,10.1,"Tropical Fruit, Grass, Green Apple, Green Bell Pepper, Lemon",per bottle,White,13.5,2022
"Springfield Estate Albariño 2022, Robertson",16.99,75.0,South Africa,9.8,"Citrus Fruit, Peach, Stone Fruit, Wet Stones",per bottle,White,13.0,2022
"Morgadio Da Torre Alvarinho 2019, Vinho Verde",15.99,75.0,Portugal,9.8,"Citrus Fruit, Green Apple, Peach, Spice",per bottle,White,13.0,2019
Definition Hautes-Côtes de Nuits 2017,19.99,75.0,France,9.4,"Dried Herbs, Red Cherry, Savoury, Strawberry",per bottle,Red,12.5,2017
"Villiera Barrel Fermented Chenin Blanc 2022, Stellenbosch",14.99,75.0,South Africa,10.9,"Bread, Green Apple, Stone Fruit, Vanilla",per bottle,White,14.5,2022
"Gabb Family Vineyards Cabernet Sauvignon 2020/21, South Africa",14.99,75.0,South Africa,10.9,"Spice, Black Plum, Blackcurrant",per bottle,Red,14.5,2021
"Mayu Gran Reserva Chardonnay 2020, Elqui Valley",13.99,75.0,Chile,10.1,"Banana, Pineapple, Stone Fruit, Tropical Fruit",per bottle,White,13.5,2020
VIVIR Tequila Blanco,33.0,70.0,Mexico,28.0,-,per bottle,White,40.0,Non-Vintage
Moillard-Thomas Chablis 2021/22,19.99,75.0,France,9.4,"Blossom, Citrus Fruit, Lemon",per bottle,White,12.5,2022
"Devil's Creek 'Gold Reserve' Sauvignon Blanc 2022, Marlborough",12.99,75.0,New Zealand,9.4,"Tropical Fruit, Gooseberry, Grass, Green Apple, Lemon",per bottle,White,12.5,2022
Domaine Claude Lafond ‘Cuvée Nathalie’ Reuilly Blanc 2021/22,14.99,75.0,France,10.1,"Citrus Fruit, Gooseberry, Green Apple, Peach",per bottle,White,13.5,2021
"Thierry Delaunay 'Le Manoir' Rosé 2020/21, Touraine",11.99,75.0,France,10.1,"Wet Stones, Floral, Peach, Raspberry, Strawberry",per bottle,Rosé,13.5,2021
"Lyme Bay Chardonnay 2020/21, Essex",26.99,75.0,England,10.1,"Green Apple, Lemon, Peach, Vanilla",per bottle,White,13.5,2021
Definition Sancerre 2020/21,19.99,75.0,France,10.1,"Green Apple, Citrus Fruit, Grass",per bottle,White,13.5,2021
"Domaine Skouras Assyrtiko 2021/22, Nemea",15.99,75.0,Greece,10.1,"Wet Stones, Green Apple, Lemon, Nectarine",per bottle,White,13.5,2022
Didier Montchevot Organic Beaune Premier Cru 2018,45.99,75.0,France,9.8,-,per bottle,Red,13.0,2018
Domaine Cordier Père et Fils 'En Faux' Saint-Véran 2020/22,19.99,75.0,France,10.1,"Citrus Fruit, Melon, Peach",per bottle,White,13.5,2022
Domaine Cordier Père et Fils 'Vieilles Vignes' Pouilly-Fuissé 2020/21,34.99,75.0,France,10.1,"Apricot, Passionfruit, Peach, Spice",per bottle,White,13.5,2021
Domaine Roux Père & Fils ‘Les Agnières’ Rully Blanc 2020,34.99,75.0,France,9.8,-,per bottle,White,13.0,2020
Famille Brocard Chablis Premier Cru Vau de Vey 2021,29.99,75.0,France,9.4,"Grass, Lemon, Spice",per bottle,White,12.5,2021
Henri Pion Gevrey-Chambertin 2018,56.99,75.0,France,10.1,-,per bottle,Red,13.5,2018
Nicolas Feuillatte 'Grande Réserve' Brut Champagne Magnum,63.99,150.0,France,18.0,-,per bottle,White,12.0,Non-Vintage
Olarra Clásico Rioja Reserva 2018,14.99,75.0,Spain,10.1,-,per bottle,Red,13.5,2018
Pagos del Rey ‘409’ Ribera del Duero 2020/21,14.99,75.0,Spain,10.5,"Black Plum, Blackcurrant, Cedar, Sweet Spice",per bottle,Red,14.0,2021
"Tbilvino Saperavi 2021, Georgia",13.99,75.0,Georgia,9.8,"Black Cherry, Black Fruit, Blackberry, Sweet Spice",per bottle,Red,13.0,2021
"Falua Tercius Tinto 2021, Tejo",9.99,75.0,Portugal,9.8,"Cranberry, Red Cherry, Red Fruit, Violet",per bottle,Red,13.0,2021
Chateau de Targé 'Les Cerisiers de Targe' Organic Saumur-Champigny 2020,14.99,75.0,France,9.8,"Blackcurrant, Red Fruit, Violet, White Pepper",per bottle,Red,13.0,2020
Rhonea 'Notre Dame des Vignes' Visan 2020,12.99,75.0,France,10.5,"Black Pepper, Blackberry, Blueberry, Violet",per bottle,Red,14.0,2020
Château Grand Jean Bordeaux Blanc 2021,12.99,75.0,France,9.0,"Citrus Fruit, Gooseberry, Grapefruit, Green Apple",per bottle,White,12.0,2021
Bodegas Ontañón 'Canderuela' Rioja Crianza 2019,11.99,75.0,Spain,10.5,"Black Cherry, Black Plum, Coconut, Sweet Spice",per bottle,Red,14.0,2019
"Château Purcari 'Nocturne' Rara Neagra de Purcari 2021, Moldova",16.99,75.0,Moldova,10.1,"Black Fruit, Cocoa, Sweet Spice",per bottle,Red,13.5,2021
"Bostavan Winery  47°N Chardonnay 2021, Moldova",9.99,75.0,Moldova,9.8,"Citrus Fruit, Red Apple, Stone Fruit, Tropical Fruit",per bottle,White,13.0,2021
Cantina del Garda Valpolicella Ripasso DOC 2019,15.99,75.0,Italy,10.1,"Black Cherry, Black Pepper, Sweet Spice",per bottle,Red,13.5,2019
Baron Edmond de Rothschild Montagne-Saint-Émilion 2016/18,28.99,75.0,France,10.5,"Tobacco, Black Cherry, Black Plum, Cedar, Chocolate, Sweet Spice",per bottle,Red,14.0,2018
Ruinart Blanc de Blancs Champagne,88.99,75.0,France,9.4,"Hazelnut, Almond, Biscuit, Bread, Citrus Fruit",per bottle,White,12.5,Non-Vintage
Aqualta Prosecco DOC,9.99,75.0,Italy,8.3,"Green Apple, Citrus Fruit, Floral",per bottle,White,11.0,Non-Vintage
Veuve Clicquot Rosé Champagne,59.99,75.0,France,9.4,"Strawberry, Raspberry, Red Cherry",per bottle,Rosé,12.5,Non-Vintage
"Mud House Pinot Noir 2020/21, Central Otago",13.99,75.0,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,13.5,2021
Domaine Fouassier 'Sur le Fort' Organic Sancerre 2021/22,26.99,75.0,France,10.9,"Green Apple, Citrus Fruit, Cream, Grass",per bottle,White,14.5,2022
Ayala 'Brut Majeur' Extra Age Champagne,49.99,75.0,France,9.0,"Green Apple, Bread, Citrus Fruit",per bottle,White,12.0,Non-Vintage
"Château Batailley 'Lions de Batailley' 2015/16, Pauillac",39.99,75.0,France,10.1,-,per bottle,Red,13.5,2016
"Catena Zapata 'Catena Alta' Malbec 2019/20, Mendoza",33.99,75.0,Argentina,10.5,"Violet, Black Fruit, Chocolate, Red Fruit, Ripe Fruit, Vanilla",per bottle,Red,14.0,2020
Bollinger Rosé Champagne,62.99,75.0,France,9.0,"Strawberry, Raspberry, Red Cherry",per bottle,Rosé,12.0,Non-Vintage
Louis Roederer 'Collection 242' Brut Champagne,61.99,75.0,France,9.0,"Biscuit, Bread, Citrus Fruit",per bottle,White,12.0,Non-Vintage
Piper-Heidsieck 2012 Champagne,59.99,75.0,France,9.0,"Almond, Citrus Fruit, Honey",per bottle,White,12.0,2012
"Vallformosa Fest Brut Organic Cava, Penedes",13.99,75.0,Spain,8.6,"Apricot, Bread, Cream, Green Apple, Melon, Pear",per bottle,White,11.5,Non-Vintage
"Rupert & Rothschild 'Baroness Nadine' Chardonnay 2021/22, South Africa",25.99,75.0,South Africa,10.5,"Butter, Green Apple, Lemon, Peach, Smoke, Vanilla",per bottle,White,14.0,2022
Bottega 'Gold' Prosecco DOC,25.99,75.0,Italy,8.3,"Blossom, Citrus Fruit, Green Apple",per bottle,White,11.0,Non-Vintage
Nicolas Feuillatte Champagne Half Bottle,18.99,37.5,France,4.5,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.0,Non-Vintage
"Bouvet Ladubay 'Saphir' Saumur Brut 2018/19, Magnum",32.99,1.5,France,18.8,"Hazelnut, Honey, Peach",per bottle,White,12.5,2019
Cantina Chiara Ziliani 'Duca Diseo' Franciacorta DOCG Brut,22.99,75.0,Italy,9.4,"Bread, Peach, Pear",per bottle,White,12.5,Non-Vintage
Ruinart 'Second Skin' Brut Rosé Champagne,94.99,75.0,France,9.4,"Lychee, Raspberry, Strawberry",per bottle,Rosé,12.5,Non-Vintage
"Vallformosa Fest Brut Rosé Cava, Penedes",13.99,75.0,Spain,9.0,"Cream, Pear, Raspberry, Red Apple, Red Cherry, Strawberry",per bottle,Rosé,12.0,Non-Vintage
Ruinart Rosé Champagne,88.99,75.0,France,9.4,"Strawberry, Mint, Raspberry, Red Cherry",per bottle,Rosé,12.5,Non-Vintage
Veuve Amiot ‘Elisa’ Crémant de Loire,13.99,75.0,France,9.0,"Almond, Biscuit, Stone Fruit",per bottle,White,12.0,Non-Vintage
Drappier 'Signature' Blanc de Blancs Brut Champagne,43.99,75.0,France,9.0,"Pear, Citrus Fruit, Green Apple, Honey",per bottle,White,12.0,Non-Vintage
Nicolas Feuillatte Champagne Magnum,63.99,150.0,France,18.0,"Green Apple, Biscuit, Bread, Citrus Fruit",per bottle,White,12.0,Non-Vintage
"Majestic Fizzy & Fruity, Italy",6.99,75.0,Italy,8.3,"Citrus Fruit, Green Apple, Pear",per bottle,White,11.0,Non-Vintage
La Gioiosa 'Biologico' Organic Prosecco DOC,12.99,75.0,Italy,8.3,"Green Apple, Lemon, Pear",per bottle,White,11.0,Non-Vintage
Maison Roche de Bellene 'Cuvée Bellenos' Crémant de Bourgogne Brut,19.99,75.0,France,9.0,"Green Apple, Lemon, Peach",per bottle,White,12.0,Non-Vintage
Nicolas Courtin Rosé Champagne,24.99,75.0,France,9.0,"Strawberry, Raspberry, Red Fruit",per bottle,Rosé,12.0,Non-Vintage
Ruinart Rosé Champagne Half Bottle,49.99,37.5,France,4.7,"Strawberry, Mint, Raspberry, Red Cherry",per bottle,Rosé,12.5,Non-Vintage
Veuve Clicquot Champagne Half Bottle,31.99,37.5,France,4.5,"Citrus Fruit, Biscuit, Bread",per bottle,White,12.0,Non-Vintage
Cattier 'Clos du Moulin' Premier Cru Brut Champagne,99.99,75.0,France,9.4,"Almond, Melon, Peach",per bottle,White,12.5,Non-Vintage
"Polvanera Organic Primitivo 2021/22, Marchesana",11.99,75.0,Italy,10.9,"Sweet Spice, Black Cherry, Red Fruit",per bottle,Red,14.5,2022
Villa Antinori Chianti Classico Riserva 2019/20,27.99,75.0,Italy,10.5,"Vanilla, Cloves, Earth, Red Cherry, Red Fruit, Spice",per bottle,Red,14.0,2020
Domaine Reverdy Ducroux ‘Moulin Les Lys’ Sancerre 2021/22,21.99,750.0,France,9.8,-,per bottle,White,13.0,2022
"Framingham 'Nobody's Hero' Pinot Noir 2019/20, Marlborough",17.99,75.0,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,13.5,2020
"Viña Errázuriz ‘Estate Series’ Merlot, 2021/22, Valle de Curicó",9.99,75.0,Chile,10.1,"Ripe Fruit, Black Fruit, Red Fruit",per bottle,Red,13.5,2022
"Lyrarakis Assyrtiko 2021/22, Crete",12.99,75.0,Greece,10.1,"Green Apple, Citrus Fruit, Floral",per bottle,White,13.5,2022
"Denis Marchais Chenin Blanc 2021/22, France",9.99,75.0,France,8.6,"Pear, Floral, Green Apple, Lemon",per bottle,White,11.5,2022
Domaine de Villargeau Coteaux du Giennois Blanc 2021/22,14.99,75.0,France,10.1,"Green Apple, Citrus Fruit, Gooseberry, Grass",per bottle,White,13.5,2021
"Dogajolo Carpineto 2019/20, Toscana",13.99,75.0,Italy,9.8,"Red Fruit, Leather, Red Cherry",per bottle,Red,13.0,2020
Domaine Lucien Lardy Moulin-à-Vent 2019/20,16.99,75.0,France,10.1,"Strawberry, Raspberry, Red Plum",per bottle,Red,13.5,2020
Bodegas Caro Amancaya Malbec 2019,17.99,75.0,Argentina,10.9,"Blackcurrant, Coffee, Floral, Strawberry, Cassis",per bottle,Red,14.5,2019
"Coney 'Pizzicato' Pinot Noir 2020, Martinborough",19.99,75.0,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,13.5,2020
"Framingham 'Classic' Riesling 2021/22, Marlborough",19.99,75.0,New Zealand,9.4,"Lime, Citrus Fruit, Honeysuckle",per bottle,White,12.5,2022
"Kangarilla Road Primitivo 2018/19, McLaren Vale",13.99,75.0,Australia,10.9,"Raspberry, Black Cherry, Black Plum, Blackberry, Jammy",per bottle,Red,14.5,2019
"Château la Sauvageonne Organic ‘Grand Vin’ 2019/20, Terrasses du Larzac",29.99,75.0,France,11.6,"Spice, Black Cherry, Black Plum",per bottle,Red,15.5,2020
"Château de Pennautier 2020/21, Cabardès",12.99,75.0,France,10.9,"Spice, Black Fruit, Dried Herbs",per bottle,Red,14.5,2021
Marqués de Cáceres Rioja Reserva 2016/17,15.99,75.0,Spain,10.9,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.5,2017
Cune Rioja Crianza 2019/20,11.99,75.0,Spain,10.5,"Vanilla, Black Fruit, Red Fruit",per bottle,Red,14.0,2019
"Chateau de Pitray 2017, Castillon Côtes de Bordeaux",13.99,75.0,France,10.5,"Earth, Black Fruit, Cedar",per bottle,Red,14.0,2017
"Ravenswood Zinfandel 2020/21, Lodi",15.99,75.0,USA,11.3,"Spice, Black Cherry, Blueberry, Cocoa",per bottle,Red,15.0,2021
"Château Tour Saint Bonnet 2011, Médoc",19.99,75.0,France,10.1,"Blackcurrant, Blueberry, Spice",per bottle,Red,13.5,2011
Les Lauriers du Terroir Sainte-Cécile Côtes du Rhône Villages 2019,8.99,75.0,France,10.5,"Dried Herbs, Red Fruit, Spice, White Pepper",per bottle,Red,14.0,2019
Charmes de Kirwan Margaux 2019,36.99,75.0,France,10.1,"Cedar, Black Plum, Blackcurrant",per bottle,Red,13.5,2019
"Saintsbury Chardonnay 2017/18, Carneros",26.99,75.0,USA,10.1,"Vanilla, Apricot, Green Apple, Hazelnut, Melon, Peach, Spice",per bottle,White,13.5,2018
Laurent-Perrier ‘La Cuvee’ Brut Champagne with 2 glasses,55.99,75.0,France,9.0,"Peach, Blossom, Citrus Fruit, Green Apple",per bottle,White,12.0,Non-Vintage
Definition Pouilly-Fuissé 2019/20,21.99,75.0,France,9.8,"Cream, Peach, Vanilla, Green Apple",per bottle,White,13.0,2020
Cattier Premier Cru Brut Champagne and 2x Champagne Glasses,59.99,75.0,France,9.4,"Citrus Fruit, Pastry, Peach",per bottle,White,12.5,Non-Vintage
"Jam Shed Merlot 2020, Central Valley",8.99,75.0,Chile,10.1,"Blackberry, Jammy, Vanilla, Plum",per bottle,Red,13.5,2020
"Jam Shed Malbec 2021/22, Mendoza",8.99,75.0,Argentina,10.1,"Jammy, Vanilla, Plum, Damson",per bottle,Red,13.5,2022
"Jam Shed Rosé 2020, South East Australia",7.99,75.0,Australia,8.3,"Cream, Red Cherry, Strawberry",per bottle,Rosé,11.0,2020
"Villa Tucci Bianco, Italy",6.99,75.0,Italy,9.0,"Citrus Fruit, Floral, Grape",per bottle,White,12.0,Non-Vintage
"Parcel Series Sauvignon Blanc 2021, Nelson",12.99,75.0,New Zealand,9.8,"Citrus Fruit, Melon, Passionfruit, Peach",per bottle,White,13.0,2021
Tenuta Olim Bauda ‘Era’ Barbera D’Asti DOCG 2019,13.99,75.0,Italy,10.9,"Black Fruit, Chocolate, Sweet Spice",per bottle,Red,14.5,2019
Domaine de Valliere ‘La Combe de Vallière’ Minervois 2021/22,11.99,75.0,France,10.5,"Cloves, Dried Fruit, Red Cherry",per bottle,Red,14.0,2021
"Viña Albali Garnacha Rosé 0.5% 2020/21, Spain",4.99,75.0,Spain,0.4,"Raspberry, Strawberry, Watermelon",per bottle,Rosé,0.5,2021
"Duckhorn Vineyards Chardonnay 2019/21, Napa Valley",44.99,75.0,USA,10.9,"Vanilla, Bread, Green Apple, Peach, Pineapple, Sweet Spice, Tropical Fruit",per bottle,White,14.5,2021
Veuve Clicquot Brut Champagne 2012/15,74.99,75.0,France,9.4,"Pear, Almond, Citrus Fruit, Hazelnut",per bottle,White,12.5,2015
Taylor's 'Quinta de Terra Feita' Port 2008/19,34.99,75.0,Portugal,15.4,"Prune, Black Plum, Date",per bottle,Red,20.5,2008
Veuve Clicquot Brut Champagne Magnum,100.0,150.0,France,18.0,"Citrus Fruit, Biscuit, Bread",per bottle,White,12.0,Non-Vintage
Louis Latour 'En Paradis' Pouilly-Vinzelles 2019/20,27.99,75.0,France,9.8,"Pastry, Pineapple, Vanilla",per bottle,White,13.0,2020
Famille Roux Saint-Aubin Premier Cru 2018/19,49.99,75.0,France,9.8,"Vanilla, Bread, Cream, Stone Fruit",per bottle,White,13.0,2019
Yellow Tail Chardonnay 2021/22,7.99,75.0,Australia,9.8,"Vanilla, Butter, Green Apple, Lemon, Peach",per bottle,White,13.0,2022
Fonseca Bin 27 Port,15.99,75.0,Portugal,15.0,"Raisin, Blackcurrant, Prune",per bottle,Red,20.0,Non-Vintage
"Penfolds Bin 2 Shiraz-Mataro 2019/20, South Australia",29.99,75.0,Australia,10.9,"Black Plum, Blackcurrant, Chocolate, Dried Herbs, Vanilla, Redcurrant",per bottle,Red,14.5,2020
Majestic Mulled,5.99,75.0,United Kingdom,6.0,"Sweet Spice, Black Plum",per bottle,Red,8.0,Non-Vintage
"Yellow Tail Shiraz 2020/21, Australia",7.99,75.0,Australia,10.1,"Vanilla, Black Fruit, Black Pepper, Black Plum, Blackberry, Blackcurrant, Chocolate, Jammy",per bottle,Red,13.5,2021
